"Date","Time","IP","ID","Condition","Source","Target","RT","Source","Target","RT","Source","Target","RT","Text","Source","Target","RT","Source","Target","RT","Source","Target","RT","Text"
11/30/2021, 2:00:35 PM,::1,"clSo","Blitz Standard","a2","a3",10860,"d2","d5",12316,"b2","b4",6475,"notes","a2","a3",2790,"c7","c6",3488,"f8","g8",6107,"notes 2"
